1475186965.62,-0.0471238904
1475186965.66,-0.0471238904
1475186965.72,-0.04363323
1475186965.76,-0.0401425734
1475186965.82,-0.0366519131
1475186965.86,-0.0349065848
1475186965.92,-0.0349065848
1475186965.96,-0.0314159282
1475186966.0,-0.0261799395
1475186966.06,-0.0261799395
1475186966.1,-0.022689281
1475186966.16,-0.0191986226
1475186966.2,-0.0122173047
1475186966.26,-0.0052359877
1475186966.3,-0.0052359877
1475186966.36,-0.0052359877
1475186966.4,-0.0052359877
1475186966.46,-0.0052359877
1475186966.5,-0.0052359877
1475186966.56,-0.0122173047
1475186966.6,-0.0122173047
1475186966.66,-0.0139626339
1475186966.7,-0.0139626339
1475186966.76,-0.0157079641
1475186966.8,-0.0157079641
1475186966.86,-0.0174532924
1475186966.9,-0.0174532924
1475186966.96,-0.0191986226
1475186967.0,-0.0209439509
1475186967.06,-0.0244346093
1475186967.1,-0.0261799395
1475186967.16,-0.0261799395
1475186967.2,-0.0261799395
1475186967.26,-0.0261799395
1475186967.3,-0.0261799395
1475186967.36,-0.0261799395
1475186967.4,-0.0261799395
1475186967.46,-0.0261799395
1475186967.5,-0.0261799395
1475186967.56,-0.0244346093
1475186967.6,-0.0209439509
1475186967.66,-0.0209439509
1475186967.7,-0.0209439509
1475186967.76,-0.0209439509
1475186967.8,-0.0191986226
1475186967.86,-0.0209439509
1475186967.9,-0.0209439509
1475186967.96,-0.0261799395
1475186968.0,-0.0279252678
1475186968.06,-0.0314159282
1475186968.1,-0.0331612565
1475186968.16,-0.0349065848
1475186968.2,-0.0349065848
1475186968.26,-0.0349065848
1475186968.3,-0.0366519131
1475186968.36,-0.0401425734
1475186968.4,-0.0401425734
1475186968.46,-0.0366519131
1475186968.5,-0.0366519131
1475186968.56,-0.0366519131
1475186968.6,-0.0349065848
1475186968.66,-0.0314159282
1475186968.7,-0.029670598
1475186968.76,-0.0244346093
1475186968.8,-0.022689281
1475186968.86,-0.0209439509
1475186968.9,-0.0191986226
1475186968.96,-0.0087266462
1475186969.0,-0.0052359877
1475186969.06,-0.0017453292
1475186969.1,0.0017453292
1475186969.17,0.0052359877
1475186969.21,0.006981317
1475186969.27,0.006981317
1475186969.31,0.006981317
1475186969.37,0.0087266462
1475186969.41,0.0087266462
1475186969.47,0.0087266462
1475186969.51,0.0087266462
1475186969.57,0.0087266462
1475186969.61,0.0087266462
1475186969.67,0.0104719754
1475186969.71,0.0122173047
1475186969.77,0.0157079641
1475186969.81,0.0157079641
1475186969.87,0.0174532924
1475186969.91,0.0174532924
1475186969.97,0.0174532924
1475186970.01,0.0174532924
1475186970.07,0.0157079641
1475186970.11,0.0139626339
1475186970.17,0.0139626339
1475186970.21,0.0139626339
1475186970.27,0.0139626339
1475186970.31,0.0139626339
1475186970.37,0.0122173047
1475186970.41,0.0122173047
1475186970.47,0.0122173047
1475186970.51,0.0122173047
1475186970.57,0.0122173047
1475186970.61,0.0139626339
1475186970.67,0.0139626339
1475186970.71,0.0157079641
1475186970.77,0.0174532924
1475186970.81,0.0191986226
1475186970.87,0.0209439509
1475186970.91,0.022689281
1475186970.97,0.0279252678
1475186971.01,0.0279252678
1475186971.07,0.0261799395
1475186971.11,0.0279252678
1475186971.17,0.029670598
1475186971.21,0.029670598
1475186971.27,0.029670598
1475186971.31,0.029670598
1475186971.37,0.0279252678
1475186971.41,0.0279252678
1475186971.47,0.0261799395
1475186971.51,0.0244346093
1475186971.57,0.0244346093
1475186971.61,0.0244346093
1475186971.67,0.022689281
1475186971.71,0.022689281
1475186971.77,0.022689281
1475186971.81,0.022689281
1475186971.87,0.022689281
1475186971.91,0.022689281
1475186971.97,0.0244346093
1475186972.01,0.022689281
1475186972.07,0.022689281
1475186972.11,0.022689281
1475186972.17,0.022689281
1475186972.21,0.022689281
1475186972.27,0.022689281
1475186972.31,0.022689281
1475186972.37,0.022689281
1475186972.41,0.022689281
1475186972.47,0.022689281
1475186972.51,0.022689281
1475186972.57,0.022689281
1475186972.61,0.022689281
1475186972.65,0.0244346093
1475186972.71,0.022689281
1475186972.75,0.022689281
1475186972.81,0.0244346093
1475186972.85,0.0244346093
1475186972.91,0.022689281
1475186972.95,0.0244346093
1475186973.01,0.0261799395
1475186973.05,0.0244346093
1475186973.11,0.0244346093
1475186973.15,0.0244346093
1475186973.21,0.0244346093
1475186973.25,0.0244346093
1475186973.31,0.0209439509
1475186973.35,0.0209439509
1475186973.41,0.0209439509
1475186973.45,0.0209439509
1475186973.51,0.0209439509
1475186973.55,0.0209439509
1475186973.61,0.0209439509
1475186973.65,0.0209439509
1475186973.71,0.0209439509
1475186973.75,0.0209439509
1475186973.81,0.0209439509
1475186973.85,0.0209439509
1475186973.91,0.0209439509
1475186973.95,0.0209439509
1475186974.01,0.0209439509
1475186974.05,0.022689281
1475186974.11,0.022689281
1475186974.15,0.022689281
1475186974.21,0.022689281
1475186974.25,0.022689281
1475186974.31,0.0244346093
1475186974.35,0.0244346093
1475186974.41,0.0244346093
1475186974.45,0.0244346093
1475186974.51,0.0244346093
1475186974.55,0.0244346093
1475186974.61,0.022689281
1475186974.65,0.0244346093
1475186974.71,0.0244346093
1475186974.75,0.022689281
1475186974.81,0.022689281
1475186974.85,0.022689281
1475186974.91,0.022689281
1475186974.95,0.0209439509
1475186975.01,0.0174532924
1475186975.05,0.0174532924
1475186975.11,0.0174532924
1475186975.15,0.0174532924
1475186975.22,0.0104719754
1475186975.26,0.0087266462
1475186975.32,0.0104719754
1475186975.36,0.0122173047
1475186975.42,0.0104719754
1475186975.46,0.0104719754
1475186975.52,0.0122173047
1475186975.56,0.0122173047
1475186975.62,0.0122173047
1475186975.66,0.0104719754
1475186975.72,0.0122173047
1475186975.76,0.0104719754
1475186975.82,0.0104719754
1475186975.86,0.0104719754
1475186975.92,0.0104719754
1475186975.96,0.0104719754
1475186976.02,0.0104719754
1475186976.06,0.0104719754
1475186976.12,0.0104719754
1475186976.16,0.0104719754
1475186976.22,0.0104719754
1475186976.26,0.0104719754
1475186976.32,0.0104719754
1475186976.36,0.0104719754
1475186976.42,0.0087266462
1475186976.46,0.0087266462
1475186976.52,0.0104719754
1475186976.56,0.0104719754
1475186976.62,0.0104719754
1475186976.66,0.0087266462
1475186976.72,0.0087266462
1475186976.76,0.0104719754
1475186976.82,0.0122173047
1475186976.86,0.0122173047
1475186976.92,0.0139626339
1475186976.96,0.0157079641
1475186977.02,0.0191986226
1475186977.06,0.0209439509
1475186977.12,0.0244346093
1475186977.16,0.029670598
1475186977.22,0.0331612565
1475186977.26,0.0349065848
1475186977.32,0.0383972451
1475186977.36,0.0418879017
1475186977.42,0.0488692187
1475186977.46,0.050614547
1475186977.52,0.050614547
1475186977.56,0.050614547
1475186977.62,0.050614547
1475186977.66,0.050614547
1475186977.72,0.050614547
1475186977.76,0.052359879
1475186977.82,0.052359879
1475186977.86,0.052359879
1475186977.92,0.0541052073
1475186977.96,0.0541052073
1475186978.02,0.052359879
1475186978.06,0.0541052073
1475186978.12,0.0541052073
1475186978.16,0.052359879
1475186978.22,0.052359879
1475186978.26,0.052359879
1475186978.32,0.052359879
1475186978.36,0.052359879
1475186978.42,0.052359879
1475186978.46,0.0541052073
1475186978.52,0.050614547
1475186978.56,0.0471238904
1475186978.62,0.0471238904
1475186978.66,0.0488692187
1475186978.72,0.0488692187
1475186978.76,0.0471238904
1475186978.82,0.0471238904
1475186978.86,0.0471238904
1475186978.92,0.0488692187
1475186978.96,0.050614547
1475186979.02,0.050614547
1475186979.06,0.050614547
1475186979.12,0.052359879
1475186979.16,0.052359879
1475186979.2,0.052359879
1475186979.26,0.050614547
1475186979.3,0.052359879
1475186979.36,0.052359879
1475186979.4,0.050614547
1475186979.46,0.050614547
1475186979.5,0.0488692187
1475186979.56,0.0471238904
1475186979.6,0.0453785621
1475186979.66,0.0453785621
1475186979.7,0.0418879017
1475186979.76,0.0349065848
1475186979.8,0.029670598
1475186979.86,0.029670598
1475186979.9,0.0279252678
1475186979.96,0.022689281
1475186980.0,0.0122173047
1475186980.06,-0.0017453292
1475186980.1,-0.0034906585
1475186980.16,0.0
1475186980.2,0.0
1475186980.26,0.0
1475186980.3,0.0
1475186980.36,0.0
1475186980.4,0.0017453292
1475186980.46,0.0017453292
1475186980.5,0.0017453292
1475186980.56,0.0034906585
1475186980.6,0.0034906585
1475186980.66,0.0034906585
1475186980.7,0.0052359877
1475186980.76,0.0052359877
1475186980.8,0.0052359877
1475186980.86,0.0157079641
1475186980.9,0.0209439509
1475186980.96,0.022689281
1475186981.0,0.0209439509
1475186981.06,0.0209439509
1475186981.1,0.0209439509
1475186981.16,0.0174532924
1475186981.21,0.0157079641
1475186981.27,0.0139626339
1475186981.31,0.0122173047
1475186981.37,0.0122173047
1475186981.41,0.0122173047
1475186981.47,0.0122173047
1475186981.51,0.0139626339
1475186981.57,0.0174532924
1475186981.61,0.0174532924
1475186981.67,0.0174532924
1475186981.71,0.0174532924
1475186981.77,0.0174532924
1475186981.81,0.0174532924
1475186981.87,0.0174532924
1475186981.91,0.0174532924
1475186981.97,0.0191986226
1475186982.01,0.022689281
1475186982.07,0.022689281
1475186982.11,0.0209439509
1475186982.17,0.022689281
1475186982.21,0.0261799395
1475186982.27,0.029670598
1475186982.31,0.0314159282
1475186982.37,0.0349065848
1475186982.41,0.0349065848
1475186982.47,0.0401425734
1475186982.51,0.0471238904
1475186982.57,0.059341196
1475186982.61,0.0680678412
1475186982.67,0.0733038262
1475186982.71,0.0733038262
1475186982.77,0.0715584978
1475186982.81,0.0715584978
1475186982.87,0.0715584978
1475186982.91,0.0715584978
1475186982.97,0.0698131695
1475186983.01,0.0698131695
1475186983.07,0.0663225129
1475186983.11,0.059341196
1475186983.17,0.04363323
1475186983.21,0.0349065848
1475186983.27,0.0261799395
1475186983.31,0.0244346093
1475186983.37,0.0261799395
1475186983.41,0.0279252678
1475186983.47,0.0279252678
1475186983.51,0.0279252678
1475186983.57,0.022689281
1475186983.61,0.022689281
1475186983.67,0.0174532924
1475186983.71,0.0122173047
1475186983.77,0.0052359877
1475186983.81,0.0
1475186983.87,-0.006981317
1475186983.91,-0.006981317
1475186983.97,-0.006981317
1475186984.01,-0.006981317
1475186984.07,-0.0104719754
1475186984.11,-0.0104719754
1475186984.17,-0.0122173047
1475186984.21,-0.0122173047
1475186984.27,-0.0122173047
1475186984.31,-0.0122173047
1475186984.37,-0.0122173047
1475186984.41,-0.0122173047
1475186984.47,-0.0122173047
1475186984.51,-0.0122173047
1475186984.57,-0.0122173047
1475186984.61,-0.0104719754
1475186984.67,-0.0104719754
1475186984.71,-0.0104719754
1475186984.77,-0.0104719754
1475186984.81,-0.0087266462
1475186984.87,-0.0087266462
1475186984.91,-0.006981317
1475186984.97,-0.006981317
